id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,miss,hit,crit,critTime,sklP,decDmg,free,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill
22020501,751014,,-1,400,10,,,6,3.5,2.5,6,,400,300,500,700,400,0,400,300,0,,400,,,,,5|5|5|5
22020502,754016,,-1,400,10,,,5,3.5,2.5,6,,400,300,500,700,400,0,500,300,0,,400,,,,,5|5|5|5
22020503,756008,,-1,400,10,,,5,3.5,2.5,6,,400,300,600,700,400,0,400,300,0,,400,,,,,5|5|5|5
22020504,753015,,-1,400,10,,,5,4,2.5,6,,400,300,600,600,400,0,500,300,0,,400,,,,,5|5|5|5
22020505,753014,,-1,400,10,,,6.5,3.5,2.5,6,,400,300,500,500,400,100,400,300,0,,400,,,,,5|5|5|5
22020506,751015,,-1,400,10,,,5,4,2.5,6,,400,300,500,700,400,0,400,300,0,,400,,,,,5|5|5|5
22020507,755009,,-1,400,10,,,5,4,2.5,6.5,,400,300,500,500,400,0,400,400,0,,400,,,,,5|5|5|5
22020508,754011,,-1,400,10,,,8,3.5,2.5,6,,400,300,500,500,400,0,400,300,0,,400,,,,,5|5|5|5
22020509,752013,,-1,400,10,,,5,4,2.5,6,,400,300,500,500,400,200,400,300,0,,400,,,,,5|5|5|5
22020510,754010,,-1,400,10,,,7,3.5,2.5,6.5,,400,300,500,500,400,0,500,300,0,,400,,,,,5|5|5|5
22030101,754002,,-1,200,10,,,2,1.5,1,2,,0,150,200,200,100,50,0,0,0,,200,,,,,0|0|0|0
22030102,752005,,-1,200,10,,,2,1.5,1,2,,0,150,200,200,100,50,0,0,0,,200,,,,,0|0|0|0
22030103,752007,,-1,200,10,,,2,1.5,1,2,,0,150,200,200,100,50,0,0,0,,200,,,,,0|0|0|0
22030104,756001,,-1,200,10,,,2,1.5,1,2,,0,150,200,200,100,50,0,0,0,,200,,,,,0|0|0|0
22030105,752010,,-1,200,10,,,2,1.5,1,2,,0,150,200,200,100,50,0,0,0,,200,,,,,0|0|0|0
22030106,755002,,-1,200,10,,,2,1.5,1,2,,0,150,200,200,100,50,0,0,0,,200,,,,,0|0|0|0
22030201,756001,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030202,752010,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030203,755002,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030204,755005,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030205,751012,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030206,756005,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030207,754009,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030208,754014,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030209,752007,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030210,754008,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030211,751005,,-1,250,10,,,2.5,2,1.3,2.4,,0,150,200,200,100,100,100,0,0,,250,,,,,0|0|0|0
22030301,755005,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,300,200,150,200,100,0,,300,,,,,0|0|0|0
22030302,751012,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,300,200,150,200,100,0,,300,,,,,0|0|0|0
22030303,756005,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,300,200,150,200,100,0,,300,,,,,0|0|0|0
22030304,754009,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,300,200,250,200,100,0,,300,,,,,0|0|0|0
22030305,755007,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,300,200,150,200,100,0,,300,,,,,0|0|0|0
22030306,752017,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,300,200,150,200,100,0,,300,,,,,0|0|0|0
22030401,756006,,-1,350,10,,,4.5,3,2,3.5,,300,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030402,754013,,-1,350,10,,,4.5,3,2,3.2,,300,250,400,400,300,250,300,200,0,,350,,,,,0|0|0|0
22030403,754014,,-1,350,10,,,4,3,2,3.5,,300,250,400,400,300,250,300,200,0,,350,,,,,0|0|0|0
22030404,755007,,-1,350,10,,,4,3,2,3.5,,300,250,400,400,300,200,400,200,0,,350,,,,,0|0|0|0
22030405,753017,,-1,350,10,,,4,3,2,3.2,,300,250,400,400,300,300,300,200,0,,350,,,,,0|0|0|0
22030406,751013,,-1,350,10,,,5,3,2,3.2,,300,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030407,755005,,-1,350,10,,,4.5,4,2,3.2,,300,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030408,751012,,-1,350,10,,,4.5,3,2,3.2,,500,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030409,756005,,-1,350,10,,,4,3,2,3.2,,300,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030410,752010,,-1,350,10,,,5,3,2.5,3.2,,300,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030411,755002,,-1,350,10,,,4,4,2,3.2,,300,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030412,755005,,-1,350,10,,,4,3,2,3.2,,300,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030413,751012,,-1,350,10,,,4.5,3,2,3.2,,500,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030414,756005,,-1,350,10,,,4,4,2,3.2,,300,250,400,400,300,200,300,200,0,,350,,,,,0|0|0|0
22030415,753016,,-1,350,10,,,4.5,3,2,3.2,,300,250,400,400,300,200,400,200,0,,350,,,,,0|0|0|0
22030501,754015,,-1,400,10,,,6,3.5,2.5,3.6,,400,300,500,500,400,350,400,300,0,,400,,,,,5|5|5|5
22030502,752017,,-1,400,10,,,6,3.5,2.5,3.6,,400,300,500,500,400,350,400,300,0,,400,,,,,5|5|5|5
22030503,753016,,-1,400,10,,,6,3.5,2.5,3.6,,400,300,500,500,400,350,400,300,0,,400,,,,,5|5|5|5
22030504,755007,,-1,400,10,,,5.5,3.5,2.5,4,,400,300,500,500,400,350,400,300,0,,400,,,,,5|5|5|5
22030505,754014,,-1,400,10,,,5.5,3.5,2.5,4,,400,300,500,500,400,350,400,300,0,,400,,,,,5|5|5|5
22030506,751013,,-1,400,10,,,6,3.5,2.5,4,,400,300,500,500,400,250,400,300,0,,400,,,,,5|5|5|5
22030507,756006,,-1,400,10,,,5.5,3.5,2.5,4,,400,300,500,500,400,250,500,300,0,,400,,,,,5|5|5|5
22030508,753017,,-1,400,10,,,5.5,4,2.5,3.6,,400,300,500,500,400,350,400,300,0,,400,,,,,5|5|5|5
22030509,756005,,-1,400,10,,,5,4.5,2.5,3.6,,400,300,500,500,400,250,400,300,0,,400,,,,,5|5|5|5
22030510,751012,,-1,400,10,,,5.5,3.5,2.5,3.6,,700,300,500,500,400,250,400,300,0,,400,,,,,5|5|5|5
22040501,2000011,,-1,400,10,,,5,3.5,3,3.6,,400,500,500,500,0,0,500,0,0,,400,,,,,
23000001,561001,,-1,100,5,666666,666,,,1,1,,0,0,0,0,0,0,0,0,0,,100,,,,,
23000002,562001,,-1,100,5,666666,666,,,1,1,,0,0,0,0,0,0,0,0,0,,100,,,,,
23000003,563001,,-1,100,5,666666,666,,,1,1,,0,0,0,0,0,0,0,0,0,,100,,,,,
23000004,564001,,-1,100,5,666666,666,,,1,1,,0,0,0,0,0,0,0,0,0,,100,,,,,
23000005,565001,,-1,100,5,666666,666,,,1,1,,0,0,0,0,0,0,0,0,0,,100,,,,,
23000006,566001,,-1,100,5,666666,666,,,1,1,,0,0,0,0,0,0,0,0,0,,100,,,,,
23000009,11002,,-1,100,5,9999999999999.0,1000,,,1,1,,0,0,0,0,0,0,0,0,0,,100,,,,,
23010211,751010,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010212,751010,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010213,751011,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010214,751011,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010215,751011,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010216,751011,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010311,751001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010312,751001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010313,751001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010314,751001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010315,751001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010316,751001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010321,751002,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010322,751002,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010323,751002,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010324,751002,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010325,751002,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010326,751002,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010411,752001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010412,752001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010413,752001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010414,752001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010415,752001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010416,752001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010421,752005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010422,752005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010423,752005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010424,752005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010425,752005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010426,752005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010511,753005,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010512,753005,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010513,752012,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010514,752012,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010515,752003,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010516,752003,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010521,754005,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010522,754005,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010523,752012,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010524,752012,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010525,752002,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010526,752002,,-1,330,10,1400000,22000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010711,751001,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010712,751001,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010713,751007,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010714,751007,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010715,751015,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010716,751015,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010721,751003,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010722,751003,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010723,751008,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010724,751008,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010725,751014,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010726,751014,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010811,752008,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010812,752008,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010813,752013,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010814,752013,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010815,752013,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010816,752013,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010821,752010,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010822,752010,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010823,752011,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010824,752011,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010825,752011,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010826,752011,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010911,752016,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010912,752016,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010913,752016,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010914,752016,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010915,752007,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23010916,752007,,-1,330,10,1600000,24000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011111,752018,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011112,752014,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011113,752014,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011114,751005,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011115,752006,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011116,754007,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011121,752018,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011122,752014,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011123,752014,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011124,751007,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011125,752003,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011126,754003,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011211,752005,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011212,752005,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011213,751016,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011214,752017,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011215,756004,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011216,756004,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011221,751009,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011222,751009,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011223,751016,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011224,751004,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011225,755003,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011226,755003,,-1,330,10,1800000,27000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011311,751012,,-1,330,10,2000000,30000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011312,751012,,-1,330,10,2000000,30000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011313,751013,,-1,330,10,2000000,30000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011314,751013,,-1,330,10,2000000,30000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011315,751017,,-1,330,10,2000000,30000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23011316,751017,,-1,330,10,2000000,30000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23019999,752015,,-1,330,10,9999999999999.0,36000,,,1,1,,0,0,0,0,0,0,0,0,0,1,999,0.2,,500099,,5|5|5|5
23030211,752010,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030212,752010,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030213,756005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030214,754016,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030215,754016,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030216,756008,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030311,753004,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030312,753004,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030313,753004,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030314,753004,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030315,753004,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030316,753004,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030321,753005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030322,753005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030323,753005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030324,753005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030325,753005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030326,753005,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030411,754001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
23030412,754001,,-1,330,10,1200000,20000,,,1,1,,0,0,0,0,0,0,0,0,0,,300,,,100303,,5|5|5|5
